"dataset_kind","site_id","park_name","scan_id","local_tree_id","persistent_tree_id","quarter","date","scenario","simulated_manual_dbh_cm","simulated_ai_dbh_cm","simulated_height_m","simulated_latitude","simulated_longitude","simulated_measurement_height_m","identity_kind","position_kind","reference_scan_id","reference_tree_id","seed"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q3","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2022Q3","2022-09-30","stalled","11.92","12.13","7.52","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q4","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2022Q4","2022-12-31","stalled","12.1","11.81","7.57","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q1","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2023Q1","2023-03-31","stalled","12.28","12.24","7.61","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q2","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2023Q2","2023-06-30","stalled","12.44","11.98","7.66","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q3","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2023Q3","2023-09-30","stalled","12.67","13.01","7.71","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q4","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2023Q4","2023-12-31","stalled","12.82","13.44","7.76","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q1","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2024Q1","2024-03-31","stalled","13.03","13.18","7.8","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q2","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2024Q2","2024-06-30","stalled","13.25","13.35","7.85","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q3","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2024Q3","2024-09-30","stalled","13.44","13.12","7.9","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q4","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2024Q4","2024-12-31","stalled","13.42","13.18","7.9","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q1","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2025Q1","2025-03-31","stalled","13.39","13.46","7.9","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q2","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2025Q2","2025-06-30","stalled","13.43","13.31","7.9","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q3","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2025Q3","2025-09-30","stalled","13.4","13.93","7.9","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q4","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2025Q4","2025-12-31","stalled","13.43","13.16","7.9","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q1","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2026Q1","2026-03-31","stalled","13.5","13.41","7.9","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q2","Tree_003","SIM-park-50f0d8e8dc-Tree_003","2026Q2","2026-06-30","stalled","13.42","14.34","7.9","24.1536095","120.6253706","1.3","simulated","simulated","20260818092855","Tree_003","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q3","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2022Q3","2022-09-30","negative_review","55.27","55.43","14.68","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q4","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2022Q4","2022-12-31","negative_review","55.35","55.28","14.69","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q1","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2023Q1","2023-03-31","negative_review","55.53","55.26","14.71","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q2","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2023Q2","2023-06-30","negative_review","55.57","55.44","14.72","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q3","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2023Q3","2023-09-30","negative_review","55.64","55.91","14.73","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q4","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2023Q4","2023-12-31","negative_review","55.72","55.39","14.74","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q1","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2024Q1","2024-03-31","negative_review","55.84","56.21","14.76","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q2","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2024Q2","2024-06-30","negative_review","55.95","55.47","14.77","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q3","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2024Q3","2024-09-30","negative_review","56.06","55.72","14.78","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q4","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2024Q4","2024-12-31","negative_review","56.2","56.31","14.79","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q1","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2025Q1","2025-03-31","negative_review","56.31","55.98","14.8","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q2","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2025Q2","2025-06-30","negative_review","56.4","56.44","14.82","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q3","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2025Q3","2025-09-30","negative_review","56.52","56.86","14.83","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q4","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2025Q4","2025-12-31","negative_review","55.09","55.3","14.66","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q1","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2026Q1","2026-03-31","negative_review","55.16","54.56","14.67","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q2","Tree_004","SIM-park-50f0d8e8dc-Tree_004","2026Q2","2026-06-30","negative_review","55.27","55.5","14.69","24.1535999","120.6253867","1.3","simulated","simulated","20260818092855","Tree_004","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q3","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2022Q3","2022-09-30","steady","15.63","15.34","8.41","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q4","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2022Q4","2022-12-31","steady","15.84","15.64","8.47","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q1","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2023Q1","2023-03-31","steady","16.14","16.33","8.53","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q2","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2023Q2","2023-06-30","steady","16.42","16.6","8.59","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q3","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2023Q3","2023-09-30","steady","16.61","16.89","8.65","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q4","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2023Q4","2023-12-31","steady","16.87","16.78","8.7","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q1","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2024Q1","2024-03-31","steady","17.15","17.63","8.76","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q2","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2024Q2","2024-06-30","steady","17.41","17.4","8.81","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q3","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2024Q3","2024-09-30","steady","17.67","17.71","8.87","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q4","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2024Q4","2024-12-31","steady","17.96","18.21","8.93","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q1","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2025Q1","2025-03-31","steady","18.3","18.28","8.98","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q2","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2025Q2","2025-06-30","steady","18.39","19.15","9.03","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q3","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2025Q3","2025-09-30","steady","18.76","19.47","9.09","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q4","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2025Q4","2025-12-31","steady","18.96","19.36","9.14","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q1","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2026Q1","2026-03-31","steady","19.25","20.16","9.2","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q2","Tree_005","SIM-park-50f0d8e8dc-Tree_005","2026Q2","2026-06-30","steady","19.56","19.29","9.25","24.153591","120.6254035","1.3","simulated","simulated","20260818092855","Tree_005","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q3","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2022Q3","2022-09-30","slow","28.69","28.44","10.94","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q4","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2022Q4","2022-12-31","slow","28.76","29.01","10.95","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q1","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2023Q1","2023-03-31","slow","28.8","29.27","10.96","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q2","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2023Q2","2023-06-30","slow","28.84","28.51","10.97","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q3","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2023Q3","2023-09-30","slow","28.95","28.72","10.98","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q4","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2023Q4","2023-12-31","slow","29.02","29.06","10.99","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q1","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2024Q1","2024-03-31","slow","29.05","29.31","11","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q2","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2024Q2","2024-06-30","slow","29.06","29.76","11.01","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q3","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2024Q3","2024-09-30","slow","29.21","29.24","11.02","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q4","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2024Q4","2024-12-31","slow","29.16","29.25","11.03","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q1","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2025Q1","2025-03-31","slow","29.25","29.47","11.04","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q2","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2025Q2","2025-06-30","slow","29.35","29.13","11.05","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q3","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2025Q3","2025-09-30","slow","29.5","28.97","11.06","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q4","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2025Q4","2025-12-31","slow","29.57","29.74","11.08","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q1","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2026Q1","2026-03-31","slow","29.53","29.75","11.09","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q2","Tree_006","SIM-park-50f0d8e8dc-Tree_006","2026Q2","2026-06-30","slow","29.63","30.04","11.1","24.1535781","120.6254131","1.3","simulated","simulated","20260818092855","Tree_006","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q3","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2022Q3","2022-09-30","stalled","15.72","15.5","8.44","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q4","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2022Q4","2022-12-31","stalled","15.97","15.75","8.5","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q1","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2023Q1","2023-03-31","stalled","16.2","15.74","8.56","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q2","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2023Q2","2023-06-30","stalled","16.55","16.39","8.61","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q3","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2023Q3","2023-09-30","stalled","16.81","16.07","8.67","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q4","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2023Q4","2023-12-31","stalled","17.07","17.42","8.73","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q1","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2024Q1","2024-03-31","stalled","17.32","18","8.79","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q2","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2024Q2","2024-06-30","stalled","17.58","17.26","8.85","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q3","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2024Q3","2024-09-30","stalled","17.79","17.78","8.9","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q4","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2024Q4","2024-12-31","stalled","17.86","18.42","8.9","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q1","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2025Q1","2025-03-31","stalled","17.9","17.77","8.9","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q2","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2025Q2","2025-06-30","stalled","17.85","17.76","8.9","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q3","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2025Q3","2025-09-30","stalled","17.87","17.64","8.9","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q4","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2025Q4","2025-12-31","stalled","17.83","17.58","8.9","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q1","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2026Q1","2026-03-31","stalled","17.89","17.96","8.9","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q2","Tree_007","SIM-park-50f0d8e8dc-Tree_007","2026Q2","2026-06-30","stalled","17.88","17.52","8.9","24.1535626","120.625418","1.3","simulated","simulated","20260818092855","Tree_007","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q3","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2022Q3","2022-09-30","negative_review","19.46","19.32","9.23","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q4","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2022Q4","2022-12-31","negative_review","19.57","19.43","9.26","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q1","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2023Q1","2023-03-31","negative_review","19.62","19.77","9.29","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q2","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2023Q2","2023-06-30","negative_review","19.84","19.72","9.32","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q3","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2023Q3","2023-09-30","negative_review","20","20.26","9.35","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q4","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2023Q4","2023-12-31","negative_review","20.07","20.14","9.38","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q1","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2024Q1","2024-03-31","negative_review","20.25","20.6","9.4","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q2","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2024Q2","2024-06-30","negative_review","20.38","20.76","9.43","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q3","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2024Q3","2024-09-30","negative_review","20.51","20.44","9.46","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2024Q4","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2024Q4","2024-12-31","negative_review","20.69","20.76","9.49","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q1","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2025Q1","2025-03-31","negative_review","20.83","21.22","9.52","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q2","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2025Q2","2025-06-30","negative_review","20.96","21.25","9.54","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q3","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2025Q3","2025-09-30","negative_review","21.05","20.7","9.57","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2025Q4","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2025Q4","2025-12-31","negative_review","19.76","19.48","9.3","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q1","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2026Q1","2026-03-31","negative_review","19.89","19.86","9.33","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2026Q2","Tree_008","SIM-park-50f0d8e8dc-Tree_008","2026Q2","2026-06-30","negative_review","20.05","20.56","9.36","24.153547","120.625418","1.3","simulated","simulated","20260818092855","Tree_008","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q3","Tree_009","SIM-park-50f0d8e8dc-Tree_009","2022Q3","2022-09-30","steady","16.36","16.21","8.58","24.1535314","120.6254107","1.3","simulated","simulated","20260818092855","Tree_009","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2022Q4","Tree_009","SIM-park-50f0d8e8dc-Tree_009","2022Q4","2022-12-31","steady","16.47","16.23","8.61","24.1535314","120.6254107","1.3","simulated","simulated","20260818092855","Tree_009","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q1","Tree_009","SIM-park-50f0d8e8dc-Tree_009","2023Q1","2023-03-31","steady","16.56","17.35","8.63","24.1535314","120.6254107","1.3","simulated","simulated","20260818092855","Tree_009","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q2","Tree_009","SIM-park-50f0d8e8dc-Tree_009","2023Q2","2023-06-30","steady","16.72","17.05","8.66","24.1535314","120.6254107","1.3","simulated","simulated","20260818092855","Tree_009","20260933"
"simulated","park-50f0d8e8dc","黎新公園","sim20260406lxp001-2023Q3","Tree_009","SIM-park-50f0d8e8dc-Tree_009","2023Q3","2023-09-30","steady","16.8","17.26","8.68","24.1535314","120.6254107","1.3","simulated","simulated","20260818092855","Tree_009","20260933"
